4.172325134277343750e-07,1.649372279644012451e-06,4.643225111067295074e-06,1.076908665709197521e-05,2.232744009234011173e-05,4.273251397535204887e-05,-9.261497666557261255e-07,-1.566567220834258478e-06,-2.508887291696737520e-06,-3.816577645920915529e-06,-5.513832547876518220e-06,-6.817319081164896488e-05
7.748603820800781250e-07,3.375113010406494141e-06,9.499490261077880859e-06,2.203247277066111565e-05,4.567968426272273064e-05,8.742639329284429550e-05,-1.894795786938630044e-06,-3.205039774911710992e-06,-5.132932074047857895e-06,-7.808335794834420085e-06,-1.128074927692068741e-05,-1.394755236105993390e-04
1.788139343261718750e-07,7.767230272293090820e-07,2.182496245950460434e-06,5.061956471763551235e-06,1.049491402227431536e-05,2.008624142035841942e-05,-4.353298663772875443e-07,-7.363585154962493107e-07,-1.179292212327709422e-06,-1.793966703189653344e-06,-2.591754309833049774e-06,-3.204452877980656922e-05
5.960464477539062500e-08,3.902241587638854980e-07,9.546056389808654785e-07,1.975713530555367470e-06,3.711145836859941483e-06,6.507325451821088791e-06,-8.115030709632264916e-07,-1.226223616868082900e-06,-1.817137899706722237e-06,-2.404686938461964019e-06,-2.965979547298047692e-06,-4.422901838552206755e-06
2.384185791015625000e-07,7.469207048416137695e-07,1.825392246246337891e-06,3.777735400944948196e-06,7.096037734299898148e-06,1.244270242750644684e-05,-7.371848823822801933e-06,-1.736058152346231509e-06,-2.583765535746351816e-06,-3.411224724914063700e-06,-4.197309408482396975e-06,-6.796884463255992159e-06
5.960464477539062500e-08,2.421438694000244141e-07,5.895271897315979004e-07,1.220192643813788891e-06,2.291984856128692627e-06,4.018889740109443665e-06,-4.870096290687797591e-07,-7.377450401691021398e-07,-1.093540276997373439e-06,-1.436742991245409939e-06,-1.746299176375032403e-06,-2.927900595750543289e-06
1.788139343261718750e-06,4.814937710762023926e-06,9.848736226558685303e-06,1.759058795869350433e-05,2.907670568674802780e-05,4.550244193524122238e-05,-8.481392228532058652e-07,-1.212607230627327226e-06,-1.724318508422584273e-06,-2.360930693612317555e-06,-3.114841092610731721e-06,-9.931479144142940640e-05
2.980232238769531250e-06,8.195638656616210938e-06,1.676008105278015137e-05,2.993457019329071045e-05,4.948105197399854660e-05,7.743330206722021103e-05,-1.443313294657855295e-06,-2.063543433905579150e-06,-2.934343456217902713e-06,-4.017692390334559605e-06,-5.300652446749154478e-06,-1.690080534899607301e-04
1.192092895507812500e-07,2.980232238769531250e-07,6.332993507385253906e-07,1.129694283008575439e-06,1.867294486146420240e-06,2.922140993177890778e-06,-6.231815774526694440e-08,-7.780052868611164740e-08,-1.105966020986670628e-07,-1.514144685188512085e-07,-1.997358509697733098e-07,-6.370810751832323149e-06
4.053115844726562500e-06,1.285970211029052734e-05,2.918019890785217285e-05,5.674711428582668304e-05,1.009968109428882599e-04,1.688119955360889435e-04,-3.452992586971959099e-06,-5.272064754535676911e-06,-7.712112164881546050e-06,-1.082736707758158445e-05,-1.460328712710179389e-05,-3.307508304715156555e-04
8.940696716308593750e-06,2.868473529815673828e-05,6.508827209472656250e-05,1.265779137611389160e-04,2.252794802188873291e-04,3.765448927879333496e-04,-7.702154107391834259e-06,-1.175962643173988909e-05,-1.720228283375035971e-05,-2.415102972008753568e-05,-3.257342541473917663e-05,-7.377576548606157303e-04
1.192092895507812500e-07,3.874301910400390625e-07,8.493661880493164062e-07,1.657754182815551758e-06,2.949498593807220459e-06,4.930479917675256729e-06,-2.010190655710175633e-06,-1.273941734325489961e-07,-1.852891955422819592e-07,-2.600706920929951593e-07,-3.506278574150201166e-07,-7.949505743454210460e-06
2.980232238769531250e-07,1.203268766403198242e-06,3.387220203876495361e-06,7.856171578168869019e-06,1.628813333809375763e-05,3.117369487881660461e-05,-9.891041372611653060e-07,-1.669926177783054300e-06,-2.673838935152161866e-06,-4.062061179865850136e-06,-5.862536454515065998e-06,-4.493080268730409443e-05
6.556510925292968750e-07,2.896413207054138184e-06,8.151866495609283447e-06,1.890701241791248322e-05,3.919959999620914459e-05,7.502455264329910278e-05,-2.380479372732224874e-06,-4.018934305349830538e-06,-6.435004706872859970e-06,-9.775975740922149271e-06,-1.410909590049413964e-05,-1.081328809959813952e-04
8.344650268554687500e-07,3.546476364135742188e-06,1.000612974166870117e-05,2.320110797882080078e-05,4.810467362403869629e-05,9.206822142004966736e-05,-1.766817440511658788e-04,-3.202051601647326606e-08,-4.858959812281682389e-08,-7.381428446251447895e-08,-1.065263361965662625e-07,-8.165485496647306718e-07
1.192092895507812500e-07,3.799796104431152344e-07,8.828938007354736328e-07,1.760316081345081329e-06,3.201566869392991066e-06,5.455047357827425003e-06,-1.167094410448044073e-06,-1.107298430724767968e-06,-7.306041425181319937e-07,-5.161658691577031277e-07,-6.523627575916179921e-07,-7.616961738676764071e-06
1.788139343261718750e-07,5.140900611877441406e-07,1.203268766403198242e-06,2.399552613496780396e-06,4.364293999969959259e-06,7.436203304678201675e-06,-1.700408688520838041e-06,-1.498030655966431368e-06,-9.884123528536292724e-07,-6.983053140174888540e-07,-8.825620056995830964e-07,-1.030475868901703507e-05
0.000000000000000000e+00,2.980232238769531250e-08,8.381903171539306641e-08,1.653097569942474365e-07,3.006280167028307915e-07,5.122383299749344587e-07,-1.111098555384160136e-07,-1.038349353166267974e-07,-6.849776212902725092e-08,-4.839269251988298493e-08,-6.116031414649114595e-08,-7.141437663449323736e-07
2.443790435791015625e-06,7.234513759613037109e-06,1.555588096380233765e-05,2.895109355449676514e-05,4.959618672728538513e-05,8.012494072318077087e-05,-4.185646389487374108e-07,-5.000291025680780876e-07,-7.162726092246884946e-07,-1.009199991131026763e-06,-1.319063130722497590e-06,-1.799376477720215917e-04
5.781650543212890625e-06,1.712143421173095703e-05,3.681518137454986572e-05,6.851647049188613892e-05,1.173741184175014496e-04,1.896247267723083496e-04,-1.462187356082722545e-04,-7.875953542679781094e-07,-1.128197482103132643e-06,-1.589585963301942684e-06,-2.077649924103752710e-06,-2.834188926499336958e-04
5.960464477539062500e-08,1.937150955200195312e-07,3.986060619354248047e-07,7.450580596923828125e-07,1.275446265935897827e-06,2.060536644421517849e-06,-2.605619897622091230e-07,-1.221577416998798071e-08,-1.744071731479834853e-08,-2.456851966314843594e-08,-3.210213250781634997e-08,-4.382381575851468369e-06
1.788139343261718750e-07,5.830079317092895508e-07,1.217704266309738159e-06,2.208864316344261169e-06,3.700493834912776947e-06,5.860463716089725494e-06,-2.082387254631612450e-06,-2.011310471061733551e-06,-2.069082938760402612e-06,-5.782570497103733942e-06,-1.708382114884443581e-06,-1.240003513203191687e-07
3.576278686523437500e-07,1.005828380584716797e-06,2.096407115459442139e-06,3.802590072154998779e-06,6.370479241013526917e-06,1.008925028145313263e-05,-3.584935484468587674e-06,-3.462571612544707023e-06,-3.562029860404436477e-06,-9.954984307114500552e-06,-2.941065304185030982e-06,-2.134728163127874723e-07
0.000000000000000000e+00,1.490116119384765625e-08,4.470348358154296875e-08,8.102506399154663086e-08,1.359730958938598633e-07,2.153101377189159393e-07,-1.857809621697015245e-07,-5.523568091803099378e-08,-5.665272340138471918e-08,-1.583287030371138826e-07,-4.677920628637366462e-08,-3.398668457776921059e-09
1.490116119384765625e-06,6.422400474548339844e-06,1.807499211281538010e-05,4.192156484350562096e-05,8.691556286066770554e-05,1.663478324189782143e-04,-2.927530886154272594e-06,-4.951790288032498211e-06,-7.929868843348231167e-06,-1.207213790621608496e-05,-1.747560600051656365e-05,-2.758169721346348524e-04
3.397464752197265625e-06,1.452118158340454102e-05,4.086806438863277435e-05,9.478651918470859528e-05,1.965200062841176987e-04,3.761197440326213837e-04,-6.619243777095107362e-06,-1.119621538236970082e-05,-1.792978218873031437e-05,-2.729563493630848825e-05,-3.951311373384669423e-05,-6.236342596821486950e-04
7.152557373046875000e-07,3.241002559661865234e-06,9.125331416726112366e-06,2.116442192345857620e-05,4.387999069876968861e-05,8.398201316595077515e-05,-1.477969249208399560e-06,-2.499949459888739511e-06,-4.003455160273006186e-06,-6.094711807236308232e-06,-8.822694326227065176e-06,-1.392483245581388474e-04
