4.726589620113372803e-01,1.302460730075836182e-01,9.089778363704681396e-02,8.401562273502349854e-02,9.533688426017761230e-02,1.268439739942550659e-01,4.507433537526139844e-09,1.169616847818133465e-09,1.272136507246557358e-09,1.918954994906130196e-09,2.792550413133199072e-09,7.032354005787055939e-07,1.314395189285278397e-02
4.726098775863647461e-01,1.302503645420074463e-01,9.090794622898101807e-02,8.402621746063232422e-02,9.534582495689392090e-02,1.268460452556610107e-01,4.307306937789689982e-07,2.614534651002031751e-07,2.357138839670369634e-07,3.648675033218751196e-07,5.480882805386499967e-07,1.188987153000198305e-05,1.041002035140991232e-02
4.726110398769378662e-01,1.302508711814880371e-01,9.090419113636016846e-02,8.402143418788909912e-02,9.534221142530441284e-02,1.268491744995117188e-01,1.041624670961027732e-07,1.546250132378190756e-07,2.588845688933361089e-07,4.111803661999147153e-07,6.178053695293783676e-07,1.951701051439158618e-05,1.041002035140991232e-02
4.668917059898376465e-01,1.305983364582061768e-01,9.172461181879043579e-02,8.513264358043670654e-02,9.684044867753982544e-02,1.288122534751892090e-01,1.123625983923126626e-10,6.820420617170697142e-11,6.148973691333381453e-11,9.518154320264926582e-11,1.429809742825582930e-10,3.101660039916964706e-09,2.475949525833130022e-02
4.668959677219390869e-01,1.306198090314865112e-01,9.173268079757690430e-02,8.512502908706665039e-02,9.682793170213699341e-02,1.287985891103744507e-01,3.006007942563115876e-11,4.462158767482016231e-11,7.470798979447579313e-11,1.186569592581676602e-10,1.782902853131318466e-10,5.632121435894532624e-09,2.475949525833130022e-02
4.667327702045440674e-01,1.306159645318984985e-01,9.175111353397369385e-02,8.516240119934082031e-02,9.687716513872146606e-02,1.288605928421020508e-01,3.989760952172183295e-11,2.694962829286051686e-11,3.703597151183402048e-11,5.803649921753972762e-11,8.655147432090615212e-11,3.225642641879744588e-09,1.603525638580322391e-02
4.667374789714813232e-01,1.306373029947280884e-01,9.175909310579299927e-02,8.515472710132598877e-02,9.686456620693206787e-02,1.288468241691589355e-01,1.658685688799010904e-11,2.762311039627984854e-11,4.592517338641854963e-11,7.234379068021823400e-11,1.078941727628013325e-10,5.337333686128431509e-09,1.603525638580322391e-02
4.688256084918975830e-01,1.306909471750259399e-01,9.150313585996627808e-02,8.469584584236145020e-02,9.620124846696853638e-02,1.280313581228256226e-01,4.582880919201670622e-08,7.826010062217392260e-08,1.277398951060604304e-07,1.974604657561940257e-07,2.895617683407181175e-07,5.110701386001892388e-05,1.392723917961120536e-02
4.688232243061065674e-01,1.306758970022201538e-01,9.147534519433975220e-02,8.467148244380950928e-02,9.620291739702224731e-02,1.280837804079055786e-01,5.037647454742000264e-08,8.701258735754890949e-08,1.420320074885239592e-07,2.195532431414903840e-07,3.219828954570402857e-07,6.652987940469756722e-05,1.392723917961120536e-02
4.688674211502075195e-01,1.306556612253189087e-01,9.145607054233551025e-02,8.463559299707412720e-02,9.612251073122024536e-02,1.280064582824707031e-01,4.184100180282257497e-05,4.368546342448098585e-07,6.851072953395487275e-07,1.058295879374782089e-06,1.551761783957772423e-06,2.107172913383692503e-04,1.392723917961120536e-02
4.716117680072784424e-01,1.303553283214569092e-01,9.105814993381500244e-02,8.419367671012878418e-02,9.556552022695541382e-02,1.271707713603973389e-01,3.957933714104910905e-08,6.758799031558737624e-08,1.103203288721488207e-07,1.705332692836236674e-07,2.500457867427030578e-07,4.413770875544287264e-05,1.091795682907104569e-02
4.715930521488189697e-01,1.303502023220062256e-01,9.103756397962570190e-02,8.417424559593200684e-02,9.556844085454940796e-02,1.272175908088684082e-01,4.405421094588746200e-08,7.609242658190851216e-08,1.242068350393310538e-07,1.919990353371758829e-07,2.815351365370588610e-07,5.818041245220229030e-05,1.091795682907104569e-02
4.722128808498382568e-01,1.302833259105682373e-01,9.096578508615493774e-02,8.407053351402282715e-02,9.536926448345184326e-02,1.268489658832550049e-01,1.819528370106127113e-05,4.706444656221719924e-07,7.380987767646729480e-07,1.140152448897424620e-06,1.671636937317089178e-06,2.270159166073426604e-04,1.091795682907104569e-02
4.687604606151580811e-01,1.306985318660736084e-01,9.151351451873779297e-02,8.470772951841354370e-02,9.621737152338027954e-02,1.280547380447387695e-01,1.431553300790255889e-05,1.998994230234529823e-05,1.426552831418348433e-08,2.186501291134845815e-08,3.183706454024104460e-08,1.327219342783791944e-05,2.219762802124023576e-02
4.687558114528656006e-01,1.306831240653991699e-01,9.148495644330978394e-02,8.468294888734817505e-02,9.621895104646682739e-02,1.281070560216903687e-01,1.431964756193337962e-05,2.283921639900654554e-05,1.267401785298716277e-05,2.430775225548131857e-08,3.539984305689358735e-08,1.723822606436442584e-05,2.219762802124023576e-02
4.688040614128112793e-01,1.306621134281158447e-01,9.146297723054885864e-02,8.464039862155914307e-02,9.612584114074707031e-02,1.280100047588348389e-01,5.614270048681646585e-05,2.321786087122745812e-05,3.531184847815893590e-05,5.133408558322116733e-05,7.134577026590704918e-05,5.724723087041638792e-05,2.219762802124023576e-02
4.715621173381805420e-01,1.303612440824508667e-01,9.106753021478652954e-02,8.420664072036743164e-02,9.558635950088500977e-02,1.272056102752685547e-01,4.161708311301026697e-09,6.937867613743264883e-09,1.121840220719150238e-08,1.719465636540462583e-08,2.502983065255648398e-08,1.043728207150707021e-05,1.643013715744018680e-02
4.715427160263061523e-01,1.303559541702270508e-01,9.104692190885543823e-02,8.418846875429153442e-02,9.559275209903717041e-02,1.272594034671783447e-01,4.568604605736936719e-09,7.809989099882841401e-09,1.262968130077979367e-08,1.935775095773806243e-08,2.818204336563212564e-08,1.372788847220363095e-05,1.643013715744018680e-02
4.721644222736358643e-01,1.302900463342666626e-01,9.097734093666076660e-02,8.408979326486587524e-02,9.540564566850662231e-02,1.269190311431884766e-01,9.892461821436882019e-05,5.014989667984082189e-08,7.508206323336708010e-08,1.149435249203634157e-07,1.672935212582160602e-07,5.437833169708028436e-05,1.643013715744018680e-02
4.652968943119049072e-01,1.307730227708816528e-01,9.199031442403793335e-02,8.543194085359573364e-02,9.721015393733978271e-02,1.292975693941116333e-01,1.671383698109707439e-09,2.383707453645911301e-09,2.289752970563441181e-10,3.541466286893779625e-10,5.206351461062297403e-10,9.164124747940149973e-08,1.396013259887695333e-02
4.653081595897674561e-01,1.307927370071411133e-01,9.199696034193038940e-02,8.542307466268539429e-02,9.719636291265487671e-02,1.292825788259506226e-01,1.786498948774806195e-09,2.878045579635113427e-09,1.868263099780165248e-09,4.407812170814651154e-10,6.482913650351918022e-10,1.349379772364045493e-07,1.396013259887695333e-02
4.649174809455871582e-01,1.305444985628128052e-01,9.201984107494354248e-02,8.560634404420852661e-02,9.743909537792205811e-02,1.294722855091094971e-01,1.131208975380104675e-07,3.572797391271365086e-09,4.483143634104180819e-09,6.542592245750711299e-09,9.240697096402072930e-09,3.010536886449699523e-07,1.396013259887695333e-02
4.686974287033081055e-01,1.307073831558227539e-01,9.152646362781524658e-02,8.472456037998199463e-02,9.624204039573669434e-02,1.280919760465621948e-01,1.780513869675814931e-08,3.118747571306812461e-08,5.167645156234357273e-08,8.098558623714779969e-08,1.202225945462487289e-07,9.823656910157296807e-06,3.457497358322143832e-02
