ds_out
"5.247942e-10,2.0338209e-10,3.076122e-11,1.1023674e-11,4.9162033e-12,2.408315e-12,1.2519766e-12,5.29234e-13,2.920866e-13,1.4036531e-13,1.0901801e-13,4.975603e-13"
"1.168205e-09,4.5273066e-10,6.846387e-11,2.4515308e-11,1.0915886e-11,5.330966e-12,2.7585636e-12,1.1387517e-12,6.228816e-13,2.937868e-13,1.953674e-13,1.1630707e-12"
"8.294333e-10,3.2144348e-10,4.8616028e-11,1.741906e-11,7.765643e-12,3.801638e-12,1.9741726e-12,8.315178e-13,4.5818096e-13,2.2012921e-13,1.6058511e-13,7.9772154e-13"
"4.9316845e-10,1.911258e-10,2.890794e-11,1.0360378e-11,4.621141e-12,2.26449e-12,1.1777568e-12,4.991362e-13,2.75729e-13,1.3279938e-13,1.042313e-13,4.653184e-13"
"4.289526e-10,1.6624162e-10,2.515204e-11,9.028705e-12,4.0398167e-12,1.991787e-12,1.0453283e-12,4.6384874e-13,2.6043642e-13,1.298876e-13,1.2382292e-13,3.643207e-13"
"4.3872325e-10,1.7003124e-10,2.573481e-11,9.255224e-12,4.1564395e-12,2.0640505e-12,1.0940078e-12,5.1477274e-13,2.9424515e-13,1.546265e-13,1.5093704e-13,3.33891e-13"
"9.1909214e-10,3.5620829e-10,5.3930343e-11,1.9427095e-11,8.752621e-12,4.3738767e-12,2.3366409e-12,1.1640126e-12,6.752608e-13,3.750638e-13,3.21766e-13,6.5284713e-13"
"1.8292158e-10,7.089403e-11,1.0733605e-11,3.8667437e-12,1.7423009e-12,8.7084544e-13,4.653462e-13,2.3220515e-13,1.3476661e-13,7.497293e-14,6.4074546e-14,1.2972755e-13"
"6.1564913e-09,2.386015e-09,3.6108952e-10,1.2980655e-10,5.824855e-11,2.8882743e-11,1.527761e-11,7.1188233e-12,4.055903e-12,2.1158923e-12,2.0216435e-12,4.7862777e-12"
"6.5595995e-10,2.5422067e-10,3.846852e-11,1.3818909e-11,6.191995e-12,3.0614116e-12,1.6130734e-12,7.3140826e-13,4.1354878e-13,2.0994579e-13,2.0817508e-13,5.315037e-13"
"1.0249781e-09,3.9723327e-10,6.0101e-11,2.1575224e-11,9.6546495e-12,4.761168e-12,2.4993024e-12,1.1129811e-12,6.254504e-13,3.1365896e-13,2.911707e-13,8.714627e-13"
"1.5194876e-09,5.8888033e-10,8.9090464e-11,3.1970405e-11,1.42962985e-11,7.0405804e-12,3.6884606e-12,1.6267121e-12,9.110713e-13,4.5386e-13,4.0451662e-13,1.3238351e-12"
"1.9455584e-09,7.540027e-10,1.1406321e-10,4.0917266e-11,1.8284246e-11,8.992263e-12,4.701544e-12,2.0525493e-12,1.1455246e-12,5.6629777e-13,4.8558537e-13,1.7344133e-12"
"1.81862e-09,7.04806e-10,1.06615945e-10,3.823656e-11,1.7078314e-11,8.391526e-12,4.3812584e-12,1.9018413e-12,1.0590794e-12,5.2231705e-13,4.250884e-13,1.652118e-12"
"2.0177129e-09,7.8196266e-10,1.1828113e-10,4.2408816e-11,1.8931912e-11,9.292751e-12,4.844591e-12,2.0857205e-12,1.1581777e-12,5.6718123e-13,4.495316e-13,1.8617605e-12"
"2.7318114e-09,1.0587113e-09,1.601403e-10,5.7413994e-11,2.5627804e-11,1.2576986e-11,6.554999e-12,2.8178844e-12,1.5639126e-12,7.648427e-13,6.0344297e-13,2.5259695e-12"
"2.9877425e-09,1.1578978e-09,1.7514318e-10,6.2793305e-11,2.8029381e-11,1.3756013e-11,7.1698676e-12,3.08308e-12,1.7112587e-12,8.3708176e-13,6.6126824e-13,2.760368e-12"
"3.526103e-09,1.366541e-09,2.067044e-10,7.4113576e-11,3.3086766e-11,1.6242254e-11,8.469028e-12,3.649582e-12,2.0271961e-12,9.934025e-13,7.908904e-13,3.2426282e-12"
"3.4469043e-09,1.3358481e-09,2.0206428e-10,7.2454306e-11,3.2349904e-11,1.5884264e-11,8.28518e-12,3.577092e-12,1.9882292e-12,9.758854e-13,7.8176853e-13,3.1586712e-12"
"2.6881057e-09,1.041774e-09,1.575806e-10,5.650034e-11,2.5223542e-11,1.2382018e-11,6.455977e-12,2.7814825e-12,1.5449035e-12,7.569785e-13,6.0187174e-13,2.4751186e-12"
"2.1106241e-09,8.1796925e-10,1.2372386e-10,4.4353604e-11,1.9794241e-11,9.710397e-12,5.0580716e-12,2.1674394e-12,1.2015905e-12,5.860502e-13,4.5719017e-13,1.9644913e-12"
"1.9782838e-09,7.666792e-10,1.15961e-10,4.156157e-11,1.8540159e-11,9.087421e-12,4.727667e-12,2.0117736e-12,1.1125625e-12,5.393401e-13,4.101887e-13,1.8654963e-12"
"2.1683555e-09,8.403399e-10,1.2709771e-10,4.5544978e-11,2.0310014e-11,9.948088e-12,5.1702605e-12,2.187814e-12,1.2075104e-12,5.824675e-13,4.335652e-13,2.0653015e-12"
"2.434214e-09,9.433723e-10,1.4267826e-10,5.1123772e-11,2.2793916e-11,1.1161036e-11,5.797878e-12,2.4467867e-12,1.3491403e-12,6.4921506e-13,4.780862e-13,2.329216e-12"
"2.054802e-09,7.963322e-10,1.2044092e-10,4.3157894e-11,1.924407e-11,9.424555e-12,4.8970736e-12,2.0696242e-12,1.1417694e-12,5.501535e-13,4.0738216e-13,1.9618304e-12"
"1.749817e-09,6.781364e-10,1.0256612e-10,3.6755533e-11,1.6391662e-11,8.029912e-12,4.1741203e-12,1.7681679e-12,9.762693e-13,4.713866e-13,3.5220248e-13,1.6641931e-12"
"2.1440678e-09,8.309282e-10,1.2567722e-10,4.5041408e-11,2.0090254e-11,9.845073e-12,5.1202332e-12,2.1750219e-12,1.2020973e-12,5.818429e-13,4.3962674e-13,2.0279774e-12"
"1.3941389e-09,5.402948e-10,8.17204e-11,2.9289383e-11,1.3065613e-11,6.403991e-12,3.3315202e-12,1.4174071e-12,7.838165e-13,3.7993187e-13,2.886114e-13,1.3158861e-12"
"1.2050361e-09,4.670084e-10,7.0635636e-11,2.5316214e-11,1.1292972e-11,5.534885e-12,2.8791778e-12,1.2244565e-12,6.770196e-13,3.2805364e-13,2.4877298e-13,1.138474e-12"
"9.565465e-10,3.707065e-10,5.6069042e-11,2.0093828e-11,8.961935e-12,4.3909923e-12,2.283056e-12,9.683551e-13,5.349135e-13,2.5859154e-13,1.940783e-13,9.083328e-13"
"1.1240622e-09,4.3562623e-10,6.588637e-11,2.360908e-11,1.052708e-11,5.155283e-12,2.6784991e-12,1.1314553e-12,6.240997e-13,3.0060963e-13,2.220371e-13,1.075116e-12"
"2.6012261e-09,1.0080963e-09,1.5246339e-10,5.462299e-11,2.4347987e-11,1.1916142e-11,6.1857156e-12,2.5999088e-12,1.4314893e-12,6.863241e-13,4.9719533e-13,2.5065163e-12"
"3.8722608e-10,1.5006756e-10,2.2695968e-11,8.130583e-12,3.6235192e-12,1.7727134e-12,9.196661e-13,3.85228e-13,2.118462e-13,1.01274356e-13,7.2164165e-14,3.7621913e-13"
"6.4356426e-10,2.4941013e-10,3.7719994e-11,1.3512176e-11,6.02139e-12,2.945317e-12,1.527634e-12,6.3901835e-13,3.5123694e-13,1.6769863e-13,1.1880705e-13,6.2660353e-13"
"3.0731397e-09,1.1909839e-09,1.8011713e-10,6.4520424e-11,2.8750958e-11,1.4062603e-11,7.2936405e-12,3.0505162e-12,1.6766028e-12,8.0021986e-13,5.6791605e-13,2.9854136e-12"
"5.7753496e-10,2.2382082e-10,3.3850076e-11,1.2126095e-11,5.4039017e-12,2.6434551e-12,1.3712028e-12,5.738968e-13,3.15506e-13,1.5071341e-13,1.0704391e-13,5.617998e-13"
"7.6684015e-10,2.9718514e-10,4.4945294e-11,1.6100433e-11,7.1747816e-12,3.5094883e-12,1.8202547e-12,7.6142716e-13,4.1851987e-13,1.9981995e-13,1.4160614e-13,7.4651136e-13"
"8.4461693e-10,3.2732717e-10,4.9503783e-11,1.7733256e-11,7.9022995e-12,3.8652428e-12,2.004696e-12,8.3839863e-13,4.607908e-13,2.1995741e-13,1.5573446e-13,8.2247533e-13"
"6.1945773e-09,2.400695e-09,3.6305606e-10,1.300447e-10,5.7944198e-11,2.8337544e-11,1.4695396e-11,6.1411774e-12,3.3741948e-12,1.6088151e-12,1.1411222e-12,6.0069315e-12"
"2.0827946e-09,8.071788e-10,1.2207552e-10,4.3732806e-11,1.949091e-11,9.536274e-12,4.948156e-12,2.0746022e-12,1.1412449e-12,5.4595933e-13,3.9125056e-13,2.016756e-12"
"3.6713208e-09,1.4228098e-09,2.1518189e-10,7.709137e-11,3.4361854e-11,1.6815922e-11,8.728581e-12,3.6670957e-12,2.0187443e-12,9.673919e-13,7.004488e-13,3.536291e-12"
"9.351954e-10,3.6243117e-10,5.481497e-11,1.9639906e-11,8.755532e-12,4.286052e-12,2.2255945e-12,9.370866e-13,5.1628656e-13,2.4796002e-13,1.8070003e-13,8.9985896e-13"
"1.1032557e-09,4.2756262e-10,6.466644e-11,2.317128e-11,1.0331289e-11,5.058839e-12,2.6279614e-12,1.1090926e-12,6.115643e-13,2.943337e-13,2.1657083e-13,1.0569885e-12"
"1.1742732e-09,4.5508583e-10,6.8830955e-11,2.466685e-11,1.1001054e-11,5.3896397e-12,2.8019707e-12,1.1876938e-12,6.5592383e-13,3.169098e-13,2.3725339e-13,1.1161674e-12"
"1.3986494e-09,5.4204335e-10,8.198652e-11,2.938781e-11,1.31122006e-11,6.4294104e-12,3.3467042e-12,1.4285695e-12,7.9090684e-13,3.844859e-13,2.955698e-13,1.3122211e-12"
"1.3738825e-09,5.324465e-10,8.05397e-11,2.8877907e-11,1.2892348e-11,6.328986e-12,3.3000239e-12,1.4220305e-12,7.898922e-13,3.8715328e-13,3.0758553e-13,1.2663826e-12"
"9.857881e-10,3.820421e-10,5.7793246e-11,2.0729612e-11,9.261221e-12,4.5527943e-12,2.3786916e-12,1.0365305e-12,5.779797e-13,2.859996e-13,2.3535275e-13,8.896213e-13"
"6.4443556e-10,2.4975136e-10,3.7782832e-11,1.3555341e-11,6.058789e-12,2.9811128e-12,1.5596327e-12,6.83456e-13,3.8191626e-13,1.8949896e-13,1.6315924e-13,5.7163085e-13"
"3.1877806e-10,1.2354293e-10,1.8690974e-11,6.7078595e-12,3.000032e-12,1.4778739e-12,7.7451934e-13,3.425079e-13,1.9198888e-13,9.59471e-14,8.5055206e-14,2.7728826e-13"
"2.6475064e-10,1.0260478e-10,1.5524085e-11,5.5729132e-12,2.4938363e-12,1.2298563e-12,6.455566e-13,2.8786638e-13,1.6181114e-13,8.1396824e-14,7.387832e-14,2.2610688e-13"
"2.2762614e-10,8.821725e-11,1.3347796e-11,4.792647e-12,2.1455418e-12,1.0589265e-12,5.564632e-13,2.496374e-13,1.4060132e-13,7.106604e-14,6.545674e-14,1.9184814e-13"
"2.329106e-10,9.026539e-11,1.3658084e-11,4.904781e-12,2.1963761e-12,1.0846271e-12,5.704241e-13,2.5703466e-13,1.4497381e-13,7.354542e-14,6.826369e-14,1.9451124e-13"
"2.9939787e-10,1.1603293e-10,1.7557428e-11,6.305923e-12,2.8245522e-12,1.3955518e-12,7.3447113e-13,3.323316e-13,1.8768766e-13,9.555877e-14,8.90805e-14,2.480408e-13"
"3.249513e-10,1.2593643e-10,1.905645e-11,6.845207e-12,3.0668976e-12,1.5160511e-12,7.9844714e-13,3.627539e-13,2.051289e-13,1.0481102e-13,9.805246e-14,2.6712744e-13"
