afsd_h,frzmlt_h,sst_h
"0.09305,0.013899085,0.005308068,0.0025234756,0.0013139809,0.00071345957,0.0003367851,0.00019705051,0.00011181762,8.04783e-05,2.297927e-05,0.0004815238",4667.566,-1.7968047
"0.0919631,0.013736857,0.005246667,0.0024948353,0.0012996478,0.0007062462,0.0003341584,0.00019583803,0.00011162495,8.130531e-05,2.2015949e-05,0.00047267217",4672.6724,-1.7968047
"0.09319662,0.013921586,0.0053193243,0.0025314959,0.0013210201,0.0007201554,0.00034504314,0.00020350712,0.000117657844,8.700498e-05,2.3698498e-05,0.00046347425",4666.9326,-1.7968047
"0.093098745,0.013908504,0.005321165,0.0025392238,0.0013323934,0.0007337078,0.000364518,0.0002190728,0.00013207932,0.0001033634,2.5404128e-05,0.00041470266",4666.988,-1.7968047
"0.09314117,0.01391565,0.00532752,0.0025459174,0.0013398937,0.0007419106,0.00037748457,0.000228975,0.00014033422,0.00010877626,3.274575e-05,0.0003840815",6870.39,-1.7815443
"0.09307404,0.013903802,0.0053148707,0.0025317208,0.0013236458,0.00072409475,0.00035128221,0.00020857967,0.00012246185,9.2666975e-05,2.398078e-05,0.00044655878",6870.504,-1.7815443
"0.09311589,0.013910579,0.005319795,0.0025364042,0.0013285979,0.00072930823,0.0003582497,0.00021408341,0.000127489,9.8264e-05,2.4694325e-05,0.00043019088",6789.3086,-1.7818506
"0.093191184,0.013921886,0.00532438,0.002538851,0.001330158,0.0007304418,0.00035928108,0.00021484896,0.00012814363,9.899237e-05,2.4746085e-05,0.00042873117",6789.242,-1.7818506
"0.093201384,0.0139248045,0.005331735,0.0025486504,0.0013421165,0.00074394356,0.0003803205,0.00023109675,0.00014204944,0.000109779605,3.4432986e-05,0.00037810142",6789.251,-1.7818506
"0.09317518,0.013922199,0.0053366073,0.0025569205,0.0013529543,0.0007565764,0.00040164136,0.00024734912,0.00015543966,0.000117462536,4.8197053e-05,0.0003265033",6789.275,-1.7818506
"0.09290148,0.013880131,0.0053152237,0.0025413588,0.0013389329,0.0007428493,0.00038126516,0.0002320044,0.00014295142,0.00011020695,3.571492e-05,0.00037167402",6790.3594,-1.7818506
"0.09297742,0.013891459,0.0053194854,0.0025433192,0.0013398814,0.00074328954,0.0003812982,0.00023198189,0.00014289367,0.00011019674,3.5566245e-05,0.00037264728",6187.494,-1.7903614
"0.09313513,0.013915254,0.0053296364,0.002549224,0.0013441395,0.00074682356,0.000385738,0.00023526381,0.00014551339,0.00011174909,3.8064918e-05,0.0003641645",6186.9697,-1.7903614
"0.093204394,0.013925736,0.0053342488,0.0025520357,0.0013462818,0.00074868754,0.00038820834,0.00023710147,0.0001469901,0.0001126182,3.9496845e-05,0.0003591884",6186.7163,-1.7903614
"0.09321178,0.0139280185,0.0053404113,0.0025603343,0.0013564926,0.0007603166,0.00040754414,0.0002518211,0.00015910142,0.00011957658,5.1910112e-05,0.000312826",6186.763,-1.7903614
"0.093232624,0.013931537,0.0053435666,0.0025636724,0.0013602469,0.0007644382,0.00041422868,0.0002568983,0.00016326948,0.000121976824,5.616023e-05,0.00029705188",6186.728,-1.7903614
"0.09322402,0.013928413,0.005334133,0.0025508245,0.0013443833,0.00074634666,0.0003841211,0.00023397671,0.0001444081,0.000111141155,3.6825157e-05,0.00036928226",6399.007,-1.7923944
"0.09321226,0.013926461,0.0053325077,0.0025491598,0.0013425378,0.0007443334,0.00038087042,0.0002315087,0.00014238287,0.0001099744,3.4761983e-05,0.00037693078",6399.018,-1.7923944
"0.09321684,0.013927106,0.0053325826,0.002549021,0.0013422744,0.00074399286,0.00038026003,0.000231041,0.00014199557,0.00010975334,3.4359287e-05,0.00037846097",7164.939,-1.7904195
"0.09321451,0.013927019,0.0053337165,0.002550745,0.0013444714,0.00074652827,0.00038451195,0.0002342803,0.00014466289,0.00011128462,3.7097834e-05,0.00036821127",7164.959,-1.7904195
"0.0932098,0.013926217,0.0053329673,0.002549939,0.0013435588,0.0007455234,0.0003828776,0.0002330389,0.00014364399,0.00011070019,3.6054844e-05,0.00037207315",7164.953,-1.7904195
"0.093202315,0.0139243705,0.0053290003,0.0025447435,0.0013372225,0.000738332,0.0003709514,0.0002239611,0.00013617481,0.000106400206,2.8415538e-05,0.0004006291",8096.217,-1.788341
"0.09318285,0.013920157,0.005321574,0.0025353644,0.001326031,0.0007258775,0.00035294576,0.00020982914,0.00012355203,9.394035e-05,2.3970462e-05,0.000444023",8096.278,-1.788341
"0.09274601,0.01385605,0.0053021773,0.0025312502,0.0013293845,0.0007332385,0.00036666504,0.00022098402,0.00013396134,0.00010499645,2.6680967e-05,0.00040460334",3487.2048,-1.7983406
"0.09294319,0.013886324,0.0053174263,0.002542241,0.0013392111,0.00074281316,0.0003808196,0.00023163894,0.00014262908,0.00011003443,3.5335746e-05,0.00037332278",3486.2798,-1.7983406
"0.093201965,0.013925164,0.005333091,0.0025505323,0.0013444537,0.00074661477,0.00038477223,0.00023448639,0.000144839,0.00011138197,3.7293434e-05,0.00036741185",3548.167,-1.7982969
"0.09318685,0.013923016,0.005332769,0.002550884,0.0013451907,0.00074758736,0.0003865347,0.00023583802,0.00014595927,0.00011202083,3.84605e-05,0.000362967",3548.3682,-1.7982969
"0.093225755,0.013929101,0.0053363154,0.0025538106,0.0013480757,0.0007505599,0.00039113525,0.00023931693,0.00014880252,0.00011366562,4.1330266e-05,0.00035245097",3548.1445,-1.7982969
"0.09321618,0.013927774,0.00533627,0.0025542576,0.0013488221,0.000751496,0.00039278565,0.0002405797,0.0001498468,0.00011426252,4.2412776e-05,0.00034835236",3586.0803,-1.7977809
"0.09321441,0.013927431,0.0053357873,0.0025536711,0.0013481253,0.00075071317,0.00039149573,0.00023959854,0.00014904016,0.000113798684,4.1587547e-05,0.00035142753",3586.1445,-1.7977809
"0.09320234,0.013925441,0.005334188,0.0025520597,0.0013463524,0.00074878574,0.0003883912,0.000237242,0.00014710684,0.000112684625,3.961902e-05,0.00035872054",3586.2075,-1.7977809
"0.09322013,0.0139281945,0.005335673,0.0025532052,0.0013474311,0.00074986956,0.0003900353,0.00023848284,0.00014811892,0.00011327129,4.0635838e-05,0.00035501627",3588.188,-1.7993531
"0.09322178,0.013928117,0.00533419,0.0025510248,0.0013446774,0.0007467023,0.00038473523,0.00023444578,0.00014479533,0.00011136289,3.722499e-05,0.00036777547",3588.1877,-1.7993531
"0.09302085,0.013897913,0.0053218016,0.0025442694,0.0013402106,0.00074329687,0.0003809093,0.00023165847,0.00014260504,0.00011004411,3.521837e-05,0.00037418384",3589.4377,-1.7993531
"0.09306532,0.013905212,0.005327531,0.0025499787,0.0013464581,0.0007500724,0.00039180386,0.00023992678,0.00014938737,0.000113953,4.2121635e-05,0.00034862032",2583.4785,-1.8005697
"0.09320226,0.013925329,0.005333695,0.0025513682,0.001345491,0.00074780005,0.00038674724,0.00023599018,0.00014607655,0.00011209285,3.8562393e-05,0.00036266993",2599.3413,-1.8004662
"0.09319762,0.01392447,0.0053326255,0.002550107,0.0013440085,0.00074614194,0.00038402333,0.00023391884,0.0001443741,0.00011111365,3.6821802e-05,0.00036915127",2599.3562,-1.8004662
"0.09322363,0.013929043,0.0053374586,0.0025555366,0.0013502714,0.0007530922,0.00039538008,0.00024255068,0.00015146518,0.00011519429,4.406379e-05,0.00034222114",2599.3645,-1.8004662
"0.09320493,0.013925618,0.005333317,0.0025506925,0.0013445952,0.0007467517,0.0003849734,0.00023463772,0.00014496202,0.000111453526,3.7416074e-05,0.0003669695",2599.3423,-1.8004662
"0.09322348,0.0139282,0.005333456,0.0025498993,0.0013432391,0.00074504106,0.00038194755,0.0002323219,0.00014304637,0.00011035888,3.542913e-05,0.0003744979",2599.3413,-1.8004662
"0.093098655,0.01391206,0.005338528,0.0025637124,0.0013629397,0.00076866127,0.00042251285,0.00026329083,0.00016860012,0.00012499797,6.178759e-05,0.0002752875",2551.3271,-1.8235012
"0.0930778,0.013909231,0.0053387284,0.0025651073,0.0013650918,0.00077130285,0.00042711323,0.0002668071,0.000171505,0.00012666007,6.479191e-05,0.00026394354",2459.2498,-1.8219553
"0.0930726,0.013908416,0.0053382465,0.0025647054,0.001364693,0.0007708905,0.00042647327,0.00026632304,0.00017110929,0.00012643123,6.439225e-05,0.00026540924",2116.0566,-1.8141654
"0.09310363,0.013912944,0.0053394963,0.0025648128,0.0013642148,0.000770079,0.00042483243,0.00026505406,0.00017004879,0.00012583152,6.32675e-05,0.00026978244",1857.1378,-1.8075948
"0.09315436,0.013920365,0.005341628,0.0025651131,0.001363589,0.0007689307,0.0004224479,0.00026320637,0.00016850184,0.00012495836,6.162028e-05,0.00027621584",1713.5444,-1.8035628
"0.09312364,0.013915617,0.005339102,0.0025631892,0.0013617941,0.000767137,0.0004197387,0.0002611626,0.00016683557,0.00012399204,5.9947935e-05,0.00028230023",1649.4065,-1.8013394
"0.092994876,0.013896243,0.0053310716,0.0025587308,0.00135877,0.00076476944,0.00041697783,0.00025914103,0.00016523822,0.00012303566,5.846332e-05,0.00028714977",1636.3406,-1.8004421
"0.09271269,0.01385403,0.005314669,0.0025506483,0.0013542497,0.0007619939,0.00041495345,0.00025777664,0.00016426104,0.00012238906,5.779793e-05,0.0002881026",1656.7858,-1.8003376
"0.092997454,0.01389675,0.005331812,0.0025596374,0.0013598506,0.000765985,0.00041898224,0.00026066578,0.00016649184,0.00012375646,5.9746028e-05,0.00028236886",1677.1993,-1.8003176
"0.09321101,0.013929015,0.0053457734,0.0025679385,0.0013659976,0.00077120686,0.00042572242,0.00026566436,0.00017049562,0.00012612063,6.35976e-05,0.0002691324",1716.2888,-1.8003324
"0.09322898,0.01393172,0.0053469003,0.0025685695,0.0013664304,0.00077154965,0.00042612845,0.00026596227,0.00017073154,0.00012626157,6.381812e-05,0.00026840577",1774.3442,-1.8003092
"0.09322946,0.013932055,0.0053482093,0.00257039,0.001368693,0.0007741363,0.00043043995,0.0002692452,0.00017343333,0.0001278135,6.658868e-05,0.00025805164",1828.592,-1.8002293
"0.0931811,0.013924946,0.0053460114,0.0025698696,0.0013689975,0.00077489647,0.00043215512,0.00027058166,0.00017455831,0.000128445,6.780025e-05,0.00025325967",1863.8292,-1.8000965
"0.093212865,0.013929064,0.00534477,0.0025664237,0.0013640705,0.00076898444,0.00042199704,0.00026282633,0.0001681588,0.00012477904,6.11986e-05,0.00027811027",1899.4685,-1.8000253
"0.0932214,0.01392919,0.0053396644,0.002558767,0.0013543469,0.0007577777,0.00040321882,0.0002485213,0.00015638051,0.00011801674,4.9107894e-05,0.00032335348",1934.6736,-1.800116
"0.09320215,0.013924983,0.005332092,0.0025491123,0.0013426775,0.0007445789,0.0003813664,0.00023189392,0.00014270788,0.000110172274,3.5061476e-05,0.00037559762",1967.769,-1.8002282
"0.09298762,0.013891694,0.005313829,0.0025348444,0.0013292099,0.0007311429,0.0003630644,0.00021773556,0.00013034188,9.872381e-05,2.965121e-05,0.00041692943",2005.5175,-1.8003008
"0.092923455,0.013880971,0.0053046644,0.0025253976,0.0013188146,0.00071997853,0.0003476017,0.0002055719,0.000119371034,8.72442e-05,2.6860422e-05,0.0004535895",2042.2013,-1.8003064
"0.09289477,0.013876038,0.0052998965,0.002520237,0.0013130158,0.00071369665,0.00033890468,0.00019871371,0.0001131549,8.061815e-05,2.5483101e-05,0.00047432262",2068.0095,-1.8001956
"0.09294785,0.013884105,0.0053035966,0.0025226176,0.001314924,0.0007154064,0.00034095012,0.00020029084,0.00011454784,8.2069804e-05,2.5813022e-05,0.00047009482",2076.3462,-1.7999525
"0.092931695,0.013882108,0.0053046793,0.0025249766,0.00131812,0.00071910355,0.00034593648,0.0002043202,0.000118386364,8.694005e-05,2.5418836e-05,0.00045768562",2073.0686,-1.799605
"0.09285542,0.013871172,0.005302532,0.0025259897,0.001320829,0.00072276406,0.00035154712,0.000208841,0.00012261026,9.175257e-05,2.5916679e-05,0.00044296257",2068.7202,-1.7993102
"0.09295976,0.013887173,0.005310489,0.0025316207,0.0013257401,0.00072741276,0.0003571764,0.00021325622,0.00012663922,9.643123e-05,2.6123653e-05,0.00043070427",2057.5361,-1.7989922
"0.09304405,0.013899827,0.0053156056,0.0025343345,0.001327449,0.000728629,0.00035811565,0.00021397049,0.00012730369,9.74628e-05,2.5687255e-05,0.00042956823",2049.613,-1.7987069
"0.0930074,0.013894328,0.005313392,0.0025331648,0.0013267081,0.00072808657,0.00035747007,0.00021351507,0.0001269783,9.7423384e-05,2.5138963e-05,0.0004305995",2037.6858,-1.7984
"0.09301892,0.013896066,0.0053141257,0.0025335823,0.0013269938,0.00072830345,0.00035756262,0.00021360545,0.00012710955,9.782879e-05,2.472788e-05,0.00043051204",2020.4045,-1.7980641
"0.093007624,0.013894462,0.005313886,0.0025338398,0.0013275221,0.0007289807,0.00035848064,0.00021436441,0.00012786213,9.889211e-05,2.4479597e-05,0.00042810108",1997.0931,-1.7977334
"0.09285555,0.01387189,0.005305901,0.0025306789,0.0013265538,0.0007291303,0.00035966345,0.00021543924,0.0001290073,0.00010044948,2.4295136e-05,0.00042307875",1968.807,-1.7974243
"0.09249794,0.01381862,0.0052862084,0.0025219677,0.0013227126,0.00072773726,0.00036015292,0.00021611819,0.00012993984,0.00010185901,2.4078561e-05,0.00041687043",1944.3293,-1.7971665
"0.09198513,0.013742103,0.00525736,0.002508626,0.0013161625,0.00072457554,0.00035929563,0.00021584056,0.0001300994,0.00010243535,2.381247e-05,0.0004117729",1920.6696,-1.7968789
"0.09159688,0.013684196,0.005235634,0.00249869,0.0013114186,0.00072244194,0.0003592651,0.0002160706,0.00013051141,0.00010266921,2.4511808e-05,0.00040645542",1892.3624,-1.7965405
"0.091569215,0.013680277,0.00523509,0.0024993992,0.0013128493,0.0007243157,0.000362648,0.0002186639,0.00013265983,0.00010389313,2.6749934e-05,0.00039794284",1859.0967,-1.7961296
"0.09206187,0.013754256,0.005265093,0.0025154382,0.0013231472,0.0007319164,0.00037077925,0.00022454654,0.000137247,0.00010667661,3.0867643e-05,0.00038523268",1798.6307,-1.7956161
"0.09238878,0.013803612,0.0052862945,0.002527904,0.0013322553,0.0007395647,0.00038052097,0.00023175961,0.00014301487,0.000110088295,3.6393267e-05,0.0003663548",1735.9827,-1.7950817
"0.09237773,0.013802626,0.005288898,0.002532166,0.0013377923,0.0007459988,0.0003913589,0.00024001967,0.00014981908,0.00011399297,4.3385273e-05,0.00034015763",1685.8212,-1.7945884
"0.09236426,0.013801262,0.005291284,0.0025362503,0.0013431548,0.00075225387,0.00040192038,0.00024807072,0.00015645254,0.00011779882,5.0205013e-05,0.00031459122",1634.1034,-1.7940973
"0.09141866,0.0136603145,0.005238793,0.0025126538,0.0013323603,0.00074793765,0.00040345395,0.00024983223,0.00015839096,0.000118626114,5.3321997e-05,0.0002977975",1591.7767,-1.7937441
"0.09071181,0.013555003,0.0051998007,0.0024953624,0.0013247249,0.0007452077,0.00040542887,0.00025177994,0.00016035927,0.0001195428,5.6184643e-05,0.00028325274",1549.1061,-1.7936265
"0.09062413,0.01354247,0.0051975423,0.002496854,0.0013283157,0.0007500653,0.0004143441,0.00025862397,0.0001660376,0.00012277764,6.211335e-05,0.00026061363",1501.4307,-1.793597
"0.09026334,0.01348876,0.00517785,0.0024883237,0.0013247874,0.00074909447,0.00041605718,0.000260155,0.00016748416,0.00012349934,6.4027736e-05,0.00025149545",1459.3206,-1.7936697
"0.08969876,0.013403829,0.005142724,0.0024688954,0.0013116783,0.00073888665,0.00040424024,0.00025151088,0.00016066125,0.00011940979,5.7703706e-05,0.0002720655",1410.8694,-1.7936859
"0.089674935,0.013398836,0.005134389,0.0024584094,0.0012990625,0.0007246434,0.00038069446,0.00023359567,0.00014592828,0.00011094068,4.262114e-05,0.00032831664",1334.1718,-1.7935394
"0.08999864,0.013445587,0.00514506,0.0024561926,0.0012899102,0.00071140943,0.00035561997,0.00021429814,0.00012987893,0.00010182905,2.575809e-05,0.00039305902",1270.9318,-1.7938933
"0.09036117,0.013498942,0.0051618824,0.0024606118,0.0012883402,0.00070662756,0.000345621,0.00020623504,0.00012254242,9.505601e-05,2.2174718e-05,0.00042231477",1235.3501,-1.7951319
"0.09024179,0.013481107,0.0051550604,0.0024573612,0.0012866465,0.00070571597,0.00034536546,0.00020608811,0.00012242048,9.462612e-05,2.2691755e-05,0.00042129876",1219.9584,-1.7965021
"0.08974134,0.013406801,0.0051286756,0.0024468198,0.001283315,0.0007060859,0.00034963645,0.00020981646,0.00012612165,9.854242e-05,2.3924598e-05,0.00040395",1216.6486,-1.797049
"0.08853886,0.013226792,0.0050581843,0.002411557,0.0012630724,0.00069320266,0.0003401342,0.00020318787,0.000120945544,9.342921e-05,2.2984685e-05,0.00041024957",1259.6333,-1.7985582
"0.087606475,0.013086752,0.0050012968,0.0023810996,0.0012435559,0.00067893823,0.0003269616,0.00019340635,0.00011259917,8.430843e-05,2.21012e-05,0.00042928534",1388.5038,-1.8022001
"0.09179634,0.013716303,0.005258267,0.0025199754,0.0013340486,0.0007466599,0.000397858,0.00024532957,0.00015448016,0.00011644371,4.8943286e-05,0.00031648416",1419.6964,-1.8046746
"0.09213014,0.01376613,0.005277146,0.0025287978,0.0013384726,0.00074888376,0.00039845682,0.0002455807,0.00015452529,0.00011662726,4.8497714e-05,0.0003196683",1402.0607,-1.803766
"0.09297577,0.013891085,0.0053187697,0.002542398,0.0013387642,0.0007420243,0.00037920225,0.00023038685,0.00014158171,0.00010944272,3.4222594e-05,0.00037766108",1316.5244,-1.8007554
"0.09198375,0.013743256,0.0052638934,0.0025179135,0.0013277773,0.0007378827,0.0003814561,0.00023272603,0.00014401956,0.000110542824,3.7907255e-05,0.0003584928",1137.2817,-1.7945341
"0.091827944,0.013720101,0.005255576,0.0025144937,0.0013265829,0.0007378404,0.00038282495,0.00023386625,0.00014503853,0.00011108093,3.9138366e-05,0.0003530435",1067.8472,-1.7927463
"0.09162248,0.013689622,0.005244888,0.0025103777,0.0013254993,0.00073834753,0.00038556912,0.00023608493,0.00014697081,0.00011212859,4.1365493e-05,0.0003436009",1007.72504,-1.7911875
"0.09168637,0.013699341,0.005249385,0.002513313,0.0013279021,0.0007405554,0.00038866294,0.00023840077,0.00014884387,0.00011322371,4.321035e-05,0.00033705198",942.6128,-1.7894646
"0.09187026,0.013726874,0.005260188,0.002518741,0.0013310484,0.0007425938,0.00039036525,0.00023958161,0.00014972076,0.00011378298,4.3890206e-05,0.00033551062",894.1039,-1.7882152
"0.091989,0.013744557,0.0052667037,0.0025215973,0.001332271,0.00074298354,0.0003899187,0.00023916703,0.00014931818,0.000113587674,4.3335556e-05,0.00033822964",883.7297,-1.7882228
"0.09193556,0.013736579,0.0052636755,0.0025201768,0.0013315523,0.0007426152,0.00038979785,0.00023910854,0.00014929764,0.00011355972,4.3378288e-05,0.0003377793",868.33844,-1.7883034
"0.091272056,0.013637724,0.005227068,0.0025039364,0.0013243734,0.00074003934,0.0003916294,0.00024091986,0.0001511313,0.00011441217,4.605108e-05,0.00032417997",853.10504,-1.78852
"0.09045808,0.013516544,0.0051826066,0.0024846443,0.0013163543,0.0007377814,0.00039538147,0.00024428815,0.00015432418,0.00011599978,5.0297585e-05,0.0003038796",906.93494,-1.7899504
"0.09002258,0.0134518435,0.0051594703,0.0024752424,0.0013132117,0.00073788775,0.00039958206,0.00024776033,0.00015740702,0.00011763867,5.3979413e-05,0.00028774826",987.8059,-1.7923625
"0.089165516,0.013323805,0.0051105022,0.0024518927,0.0013009787,0.0007311712,0.00039629271,0.0002457936,0.00015623114,0.00011670405,5.3796502e-05,0.0002837714",1086.1884,-1.7955437
"0.08975656,0.013410902,0.005138423,0.0024597445,0.001299118,0.0007240124,0.00037888356,0.00023216606,0.00014471097,0.000110274086,4.1262323e-05,0.00033379928",1263.2484,-1.8011833
"0.08959403,0.013384223,0.005117501,0.0024389517,0.0012764798,0.0006996299,0.00034179224,0.00020367428,0.0001205378,9.214793e-05,2.3490049e-05,0.00042099657",1575.8307,-1.8096294
"0.08597819,0.012842598,0.004903894,0.0023306082,0.0012127442,0.0006576291,0.0003080529,0.00017976196,0.00010159125,7.428023e-05,1.7987633e-05,0.00045239582",1894.674,-1.8183602
"0.083384104,0.01245445,0.0047527,0.002255752,0.0011705474,0.0006314541,0.00028934216,0.00016697573,9.202214e-05,6.599508e-05,1.4523829e-05,0.00046154964",2258.918,-1.8298019
"0.093157806,0.013920415,0.0053395657,0.0025620207,0.0013596618,0.0007644047,0.00041486425,0.00025742923,0.00016374505,0.00012222698,5.6734658e-05,0.00029448737",4957.599,-1.8129427
"0.093119085,0.013911871,0.005323924,0.0025420282,0.0013354878,0.00073707197,0.00036985846,0.00022314166,0.00013545029,0.00010546891,2.855785e-05,0.00040213784",4957.6396,-1.8129427
"0.0928738,0.013872637,0.0052974033,0.0025178436,0.0013104532,0.0007109563,0.0003347388,0.00019551806,0.000110453715,7.864552e-05,2.3432185e-05,0.0004840759",5077.0063,-1.8099109
"0.093109295,0.013907326,0.005308486,0.0025209507,0.0013097686,0.0007082951,0.00032979657,0.00019132858,0.000106237865,7.292744e-05,2.4298477e-05,0.0004994711",5197.291,-1.8066798
"0.093125544,0.013909667,0.005308997,0.002520809,0.001309282,0.0007076159,0.0003287285,0.00019046913,0.00010543903,7.2041854e-05,2.415962e-05,0.0005022958",5310.9263,-1.8034098
"0.093141325,0.013912061,0.0053100744,0.0025214853,0.0013098103,0.00070808,0.00032926927,0.00019088566,0.0001058076,7.243446e-05,2.4231862e-05,0.00050120166",5405.8975,-1.8023232
"0.09315726,0.013914527,0.005311395,0.0025224932,0.0013107435,0.0007089974,0.00033044588,0.00019180615,0.000106636784,7.333034e-05,2.438749e-05,0.0004985637",5479.145,-1.8038971
"0.09314491,0.013912781,0.0053111725,0.002522833,0.001311399,0.00070983474,0.00033171332,0.00019281973,0.0001075715,7.435249e-05,2.4564255e-05,0.00049530953",5539.6167,-1.805575
"0.09257759,0.0138280485,0.0052788495,0.0025075006,0.0013034468,0.00070554187,0.00032961307,0.00019160629,0.00010693462,7.417227e-05,2.4006386e-05,0.0004924648",5586.5894,-1.8075145
"0.09305144,0.013898366,0.00530365,0.002517233,0.0013063084,0.0007048824,0.00032540047,0.0001878899,0.000103142906,6.960103e-05,2.368444e-05,0.00050934945",5596.224,-1.8154896
"0.09309265,0.013903614,0.005301616,0.0025122166,0.0012993492,0.00069673476,0.00031371176,0.0001785817,9.457816e-05,6.0108796e-05,2.2321063e-05,0.00053835765",5543.5186,-1.8234482
"0.09305289,0.013896611,0.005294213,0.0025039564,0.0012899606,0.00068652665,0.00029976675,0.00016753384,8.4456165e-05,4.8828264e-05,2.0873484e-05,0.0005717313",5425.9355,-1.8313179
"0.09291928,0.013876061,0.0052837287,0.0024963294,0.0012831531,0.0006799816,0.00029159116,0.00016114002,7.86798e-05,4.2440497e-05,2.004408e-05,0.0005897557",5254.29,-1.8335513
"0.08941757,0.0133544495,0.0050909463,0.002411099,0.0012456251,0.0006664387,0.00029654638,0.00016791192,8.791318e-05,5.6301993e-05,1.802658e-05,0.00052857393",5265.4136,-1.8335513
"0.093126826,0.013907098,0.005295744,0.0025022046,0.0012863895,0.0006819195,0.000292874,0.00016199217,7.928681e-05,4.291886e-05,2.030986e-05,0.000589545",5335.965,-1.8204075
"0.093138464,0.01390885,0.0052964743,0.002502613,0.001286668,0.0006821368,0.00029309615,0.00016215953,7.943123e-05,4.3071315e-05,2.0336593e-05,0.00058916747",5335.9185,-1.8204075
"0.0931202,0.013906159,0.0052956124,0.0025023695,0.0012867193,0.0006823438,0.00029351306,0.00016250467,7.976223e-05,4.3450727e-05,2.0380483e-05,0.00058789767",5335.8857,-1.8204075
"0.09307727,0.01390016,0.005295156,0.002503992,0.0012895374,0.0006858546,0.0002986854,0.00016665085,8.36145e-05,4.782045e-05,2.0847432e-05,0.0005747083",5151.779,-1.8020893
"0.092731364,0.013849845,0.0052819587,0.0025037492,0.0012958794,0.00069579034,0.00031487847,0.00017979622,9.599405e-05,6.2006045e-05,2.2260543e-05,0.00053045485",5010.4893,-1.803023
"0.09253043,0.013821588,0.0052789655,0.0025101253,0.0013075317,0.00071043783,0.0003357832,0.0001967405,0.00011212403,8.2020546e-05,2.1431944e-05,0.00047661288",4638.997,-1.8029101
"0.09318973,0.013921657,0.005324219,0.0025386754,0.0013299099,0.0007300837,0.00035754507,0.00021371998,0.0001276595,0.00010102345,2.0485026e-05,0.00043270725",4318.208,-1.8024762
"0.09320535,0.013924921,0.0053296457,0.0025454916,0.0013380963,0.0007393063,0.00037254486,0.00022517335,0.00013717262,0.00010698266,2.9419582e-05,0.00039684132",4075.436,-1.8014852
"0.09320616,0.0139254825,0.0053318315,0.0025485316,0.001341874,0.00074362516,0.00037974498,0.00023065551,0.00014168382,0.00010957123,3.405201e-05,0.0003795507",4185.377,-1.8009226
"0.09321122,0.013926283,0.005332344,0.0025489852,0.0013423404,0.00074411626,0.00038051786,0.00023124086,0.00014216296,0.00010984778,3.453769e-05,0.00037776353",4639.65,-1.801269
"0.09321148,0.013925896,0.005330281,0.0025460601,0.0013386847,0.00073992804,0.00037352674,0.000225917,0.00013778105,0.00010733161,3.0041994e-05,0.0003945671",4940.0166,-1.801791
"0.09320416,0.013924408,0.005327947,0.0025431714,0.0013352517,0.00073610106,0.00036776517,0.00022144135,0.0001338865,0.00010397556,2.787661e-05,0.00040839566",5107.597,-1.8037128
"0.09320319,0.013925278,0.0053328285,0.0025500967,0.0013438858,0.00074595405,0.0003836569,0.00023363657,0.00014413953,0.0001109812,3.6571175e-05,0.00037010867",5107.6274,-1.8037128
"0.09316448,0.013921217,0.005338993,0.0025608563,0.001358077,0.00076253316,0.00041167907,0.0002549996,0.00016174212,0.00012107928,5.467389e-05,0.000302234",4740.63,-1.8231652
"0.09308468,0.013908684,0.005331464,0.0025544942,0.0013517116,0.0007559233,0.00040138772,0.00024721277,0.00015537416,0.00011739738,4.8238944e-05,0.00032585821",5324.2393,-1.8316088
"0.09316512,0.013920955,0.005337289,0.0025584185,0.0013550221,0.00075902964,0.0004058277,0.00025054332,0.00015807383,0.000118972275,5.0911847e-05,0.00031630398",5322.8154,-1.8316088
"0.093130045,0.013914005,0.005326966,0.0025457283,0.0013398773,0.0007419863,0.0003777135,0.00022915634,0.00014048928,0.000108862725,3.2917167e-05,0.00038337722",4734.8325,-1.806242
"0.093153924,0.013916901,0.005325061,0.002541768,0.0013344641,0.00073558517,0.00036681796,0.00022084339,0.00013363262,0.00010491306,2.5882899e-05,0.0004098916",4859.6978,-1.8092452
"0.093156114,0.013916676,0.0053225197,0.0025380903,0.0013298842,0.000730402,0.00035921097,0.00021487226,0.00012830732,9.9732904e-05,2.3878945e-05,0.00042836348",4748.9126,-1.8014543
"0.093133844,0.013912786,0.0053185266,0.0025336852,0.0013249135,0.00072503166,0.0003522153,0.00020926564,0.0001230255,9.316474e-05,2.4235365e-05,0.00044513377",4776.0195,-1.7990655
"0.093102954,0.013907509,0.005313568,0.0025283806,0.0013189968,0.0007186609,0.00034375413,0.00020252772,0.00011676919,8.578558e-05,2.4007706e-05,0.00046532514",4818.249,-1.7979887
"0.09308552,0.013903979,0.005308112,0.0025216718,0.0013110932,0.0007099472,0.00033188035,0.00019307912,0.00010803527,7.5742195e-05,2.3251512e-05,0.0004939981",4865.844,-1.7977848
"0.09309863,0.013905306,0.0053058174,0.0025177791,0.0013060733,0.0007042332,0.00032416722,0.00018687347,0.00010217161,6.8484034e-05,2.356603e-05,0.0005130108",4887.4365,-1.7979066
"0.09309942,0.013905138,0.0053044744,0.0025158583,0.0013036963,0.0007015585,0.00032041388,0.00018389524,9.944338e-05,6.547984e-05,2.3108649e-05,0.0005221504",4877.7803,-1.7980022
