afsd_h,frzmlt_h,sst_h
"0.09317673,0.013921417,0.0053317645,0.0025500068,0.0013442957,0.0007466485,0.0003850617,0.00023472267,0.0001450465,0.00011149352,3.75364e-05,0.0003663664",3447.1636,-1.7912991
"0.09317716,0.013921287,0.0053308425,0.0025486834,0.0013426355,0.00074474385,0.00038187965,0.00023229925,0.00014305167,0.000110347915,3.5489862e-05,0.00037401897",3387.7146,-1.7911795
"0.09317754,0.013921139,0.0053298664,0.0025472862,0.0013408844,0.0007427355,0.00037852497,0.00022974443,0.0001409487,0.00010914019,3.333248e-05,0.00038208565",3318.5405,-1.7910588
"0.093180776,0.013921395,0.005328943,0.002545811,0.0013389797,0.00074052706,0.0003748102,0.00022691359,0.00013861708,0.00010780199,3.0937164e-05,0.00039105726",3258.9026,-1.7909987
"0.09318394,0.013921606,0.005327855,0.0025441074,0.001336791,0.00073799357,0.00037055,0.00022366806,0.00013594558,0.00010627585,2.8176877e-05,0.000401338",3222.9358,-1.7910302
"0.09318802,0.013921883,0.005326465,0.0025419297,0.0013339935,0.0007347568,0.00036512673,0.00021953312,0.0001325343,0.00010428722,2.4734218e-05,0.00041442917",3184.2798,-1.791063
"0.09318351,0.013920767,0.005324076,0.002538828,0.0013302723,0.0007306255,0.00035949328,0.00021504294,0.00012837102,9.945217e-05,2.444199e-05,0.00042808967",3143.1768,-1.7911146
"0.093169555,0.0139182005,0.005320953,0.002535198,0.0013260855,0.00072605285,0.00035336052,0.00021015343,0.00012382604,9.4094125e-05,2.426639e-05,0.00044284196",3103.704,-1.7913562
"0.09313877,0.013913197,0.005317246,0.0025316356,0.0013223018,0.00072206446,0.0003480862,0.00020597359,0.00011997882,8.967728e-05,2.3937764e-05,0.00045525658",3063.992,-1.7915967
"0.09270823,0.013848575,0.0052911798,0.002517852,0.0013136296,0.00071585114,0.0003424212,0.0002018091,0.000116493975,8.609184e-05,2.324569e-05,0.0004630118",3028.0288,-1.7918358
"0.09282776,0.013866233,0.005297047,0.0025197626,0.0013136797,0.00071492774,0.0003402559,0.00020000518,0.000114762435,8.41717e-05,2.2893877e-05,0.0004699452",3028.6345,-1.7920088
"0.09311718,0.013909274,0.0053126416,0.002526331,0.0013161931,0.0007153817,0.00033884635,0.0001986656,0.00011331491,8.241211e-05,2.2718474e-05,0.00047742177",3037.9243,-1.7921606
"0.09314311,0.013913008,0.005313446,0.00252609,0.0013153995,0.0007142805,0.00033714547,0.00019729137,0.00011202535,8.092513e-05,2.2593476e-05,0.00048192588",3047.7263,-1.7923117
"0.09317945,0.013918306,0.0053148936,0.0025262025,0.0013148424,0.00071336253,0.0003356654,0.00019607689,0.00011085755,7.948879e-05,2.2617525e-05,0.00048604532",3077.0684,-1.7924781
"0.09318358,0.0139188,0.0053145415,0.0025254944,0.0013138962,0.00071227236,0.000334187,0.00019488533,0.00010972859,7.808212e-05,2.2691958e-05,0.0004897128",3132.3,-1.7926675
"0.09316465,0.013915956,0.0053133797,0.0025248677,0.0013134922,0.00071197824,0.0003339706,0.00019471585,0.00010956048,7.778035e-05,2.2867123e-05,0.0004899857",3185.3083,-1.7928605
"0.09314347,0.01391282,0.005312307,0.0025244846,0.0013134328,0.0007120916,0.0003343705,0.00019503116,0.00010982515,7.789582e-05,2.321297e-05,0.00048873335",3235.2397,-1.7930605
"0.09311867,0.013909257,0.005311579,0.0025247757,0.0013142735,0.0007132473,0.00033628976,0.00019654796,0.00011117828,7.9143065e-05,2.3852395e-05,0.00048374114",3278.2073,-1.7932886
"0.09283847,0.0138678,0.005297514,0.0025198702,0.0013136476,0.00071486755,0.0003409596,0.00020038373,0.00011472011,8.233998e-05,2.578743e-05,0.0004685403",3323.6804,-1.7935183
"0.09272628,0.013851318,0.0052924436,0.0025186879,0.0013143517,0.0007165774,0.00034417212,0.00020301339,0.000117203585,8.50897e-05,2.6257409e-05,0.00045916208",3365.1921,-1.7937502
"0.09282579,0.013866422,0.0052992855,0.0025230185,0.0013177664,0.0007196007,0.00034776077,0.00020577316,0.00011963065,8.758982e-05,2.6874988e-05,0.0004518361",3389.053,-1.7940816
"0.09308023,0.013904594,0.0053146025,0.0025310428,0.0013227455,0.0007231137,0.00035095526,0.00020809883,0.000121535515,8.939585e-05,2.7490501e-05,0.0004476386",3405.198,-1.7944443
"0.09213482,0.013763126,0.0052594617,0.0025037066,0.0013072967,0.00071349123,0.00034396237,0.00020331243,0.00011795754,8.639491e-05,2.6024432e-05,0.000451387",3435.2239,-1.794809
"0.09191901,0.013730737,0.005246413,0.0024968197,0.0013029744,0.00071040046,0.00034109998,0.000201218,0.00011622904,8.473306e-05,2.5492878e-05,0.00045531956",3447.8,-1.795199
"0.09204944,0.01375015,0.0052535143,0.0024998833,0.0013042347,0.00071074936,0.00034068176,0.00020078354,0.00011572518,8.407313e-05,2.5488313e-05,0.0004581638",3445.4082,-1.7956195
"0.09221804,0.013775308,0.0052629993,0.00250427,0.001306389,0.0007117901,0.00034097148,0.00020087983,0.00011567459,8.3873034e-05,2.5596877e-05,0.00045982184",3441.7532,-1.7960368
"0.092518575,0.013820218,0.0052802362,0.0025125523,0.0013107983,0.00071428553,0.00034239842,0.00020177115,0.00011623766,8.420798e-05,2.5944899e-05,0.00046056506",3434.1885,-1.7964379
"0.093077436,0.013903681,0.005312046,0.0025276116,0.0013185764,0.0007184511,0.0003443651,0.00020288807,0.00011679914,8.4340754e-05,2.643813e-05,0.00046361366",3400.6348,-1.7966573
"0.0931267,0.013910829,0.005313845,0.0025275326,0.0013175312,0.0007168728,0.00034177746,0.00020080312,0.000114864466,8.2240294e-05,2.6030917e-05,0.00047059104",3370.3486,-1.7968743
"0.093155086,0.013914734,0.0053138407,0.0025260304,0.0013151367,0.0007139498,0.00033744317,0.00019735043,0.000111697365,7.881516e-05,2.5379179e-05,0.0004815228",3338.3918,-1.7970883
"0.09314585,0.013912988,0.0053115482,0.0025233096,0.0013119674,0.00071046536,0.00033259369,0.00019351677,0.00010820766,7.504533e-05,2.468262e-05,0.00049318204",3293.8645,-1.7972171
"0.09317147,0.0139165055,0.0053115124,0.002521909,0.0013097521,0.00070776814,0.0003286212,0.00019034807,0.00010529139,7.184473e-05,2.415897e-05,0.00050319993",3242.923,-1.79731
"0.09317611,0.013916956,0.0053106067,0.0025203975,0.0013078041,0.00070554303,0.00032546432,0.00018784139,0.00010299488,6.932675e-05,2.3753564e-05,0.0005109415",3190.533,-1.7974025
"0.09317375,0.013916429,0.005309629,0.0025191538,0.0013063201,0.0007038963,0.00032317117,0.00018602444,0.00010133368,6.750407e-05,2.3466377e-05,0.00051648525",3135.096,-1.7975026
"0.093165085,0.013914999,0.005308476,0.0025179968,0.001305064,0.00070255704,0.00032135486,0.00018459033,0.000100027304,6.607286e-05,2.3241804e-05,0.00052078144",3075.4624,-1.7976211
"0.0931638,0.013914678,0.0053077796,0.0025170906,0.0013039744,0.0007013446,0.0003196667,0.00018325173,9.88016e-05,6.4720814e-05,2.3041322e-05,0.0005248696",3014.6924,-1.7977414
"0.09316505,0.013914712,0.0053071138,0.0025160937,0.0013027247,0.00069993176,0.0003176815,0.00018167523,9.73554e-05,6.312125e-05,2.280981e-05,0.00052971585",2952.6377,-1.7978649
"0.09316269,0.013914199,0.0053062015,0.0025149414,0.0013013536,0.00069841236,0.00031557473,0.00018000459,9.582466e-05,6.142578e-05,2.2571263e-05,0.0005348078",2886.543,-1.7979801
"0.09315961,0.013913603,0.0053053778,0.002513952,0.0013001966,0.0006971393,0.0003138181,0.00017861235,9.454958e-05,6.0012804e-05,2.2374461e-05,0.0005390378",2820.4126,-1.7980919
"0.093159795,0.013913395,0.005304246,0.002512359,0.0012982348,0.00069493643,0.0003107427,0.00017616991,9.230699e-05,5.7517816e-05,2.204046e-05,0.0005465225",2755.0327,-1.7982032
"0.093166,0.013913909,0.005302606,0.0025097386,0.0012948952,0.00069113914,0.00030541013,0.00017192835,8.8403496e-05,5.3150732e-05,2.1494485e-05,0.0005595846",2690.2888,-1.7982979
"0.0931632,0.013913476,0.005302376,0.0025095644,0.0012947349,0.00069098215,0.0003052107,0.00017177213,8.82622e-05,5.2995038e-05,2.1472944e-05,0.0005600305",2627.963,-1.7983388
"0.093166195,0.0139139695,0.00530277,0.0025099574,0.0012951603,0.00069143483,0.00030581962,0.00017225373,8.870289e-05,5.3487365e-05,2.153314e-05,0.00055859075",2568.3154,-1.7983251
"0.09317173,0.013914862,0.005303403,0.0025105511,0.0012957838,0.0006920891,0.00030669227,0.00017294279,8.9331916e-05,5.4186927e-05,2.1623347e-05,0.00055654487",2511.6328,-1.7983302
"0.093174145,0.013915487,0.0053048194,0.0025124052,0.001298016,0.0006945737,0.0003101367,0.00017567744,9.184341e-05,5.699165e-05,2.1978345e-05,0.0005481977",2454.4182,-1.7984006
"0.09315989,0.013913582,0.0053050867,0.00251353,0.0012996723,0.0006965484,0.0003129883,0.00017795377,9.3946124e-05,5.934782e-05,2.227401e-05,0.00054106",2396.157,-1.7984774
"0.09312956,0.013909142,0.0053037964,0.0025133223,0.0012999993,0.0006971628,0.0003140533,0.00017882389,9.4770665e-05,6.029417e-05,2.2370774e-05,0.0005380438",2338.8364,-1.7985581
"0.09316215,0.013914133,0.0053062458,0.0025150317,0.0013014748,0.00069855235,0.00031576958,0.00018016061,9.5970245e-05,6.1597035e-05,2.2578193e-05,0.0005343254",2286.5332,-1.7986367
"0.09316789,0.013915194,0.005307553,0.0025165577,0.0013032402,0.0007004867,0.00031843246,0.00018227013,9.790091e-05,6.373356e-05,2.2880244e-05,0.000527928",2237.3462,-1.7987139
"0.09317103,0.013915936,0.00530906,0.0025185016,0.0013055702,0.00070307637,0.0003220352,0.00018512658,0.00010051625,6.6618755e-05,2.3307317e-05,0.00051920884",2188.1963,-1.7987915
"0.09317439,0.013916712,0.0053105713,0.002520438,0.0013078868,0.00070564955,0.00032562047,0.0001879676,0.000103114086,6.946973e-05,2.3755645e-05,0.0005105367",2140.2861,-1.7988647
"0.09317764,0.013917418,0.0053118193,0.002522013,0.001309761,0.00070772733,0.00032851615,0.00019026086,0.0001052087,7.175898e-05,2.4132178e-05,0.0005035409",2098.0273,-1.7989187
"0.09318019,0.013917979,0.0053128395,0.0025233068,0.0013113035,0.00070943875,0.00033090636,0.00019215311,0.00010693528,7.3637406e-05,2.4456636e-05,0.0004977651",2055.894,-1.7989731
"0.09318148,0.013918395,0.0053139864,0.0025248432,0.0013131683,0.0007115227,0.00033383322,0.00019447088,0.00010904996,7.5931865e-05,2.4865405e-05,0.00049066776",2013.8616,-1.7990278
"0.093184106,0.013919105,0.005315668,0.0025270574,0.0013158417,0.0007145041,0.00033801797,0.00019778361,0.00011207054,7.920276e-05,2.5459314e-05,0.00048053134",1980.7805,-1.7990724
"0.093186826,0.013919909,0.005317744,0.0025298195,0.0013191882,0.00071824185,0.00034328396,0.00020194965,0.00011586279,8.3277555e-05,2.625702e-05,0.00046777056",1951.9506,-1.7991124
"0.0931896,0.013920791,0.005320168,0.002533067,0.0013231315,0.0007226512,0.0003495174,0.00020687781,0.00012034124,8.80528e-05,2.725942e-05,0.00045266247",1923.2974,-1.7991529
"0.09318328,0.013920414,0.0053225453,0.0025367278,0.0013277598,0.0007279071,0.00035704538,0.00021283119,0.00012574608,9.376228e-05,2.8563247e-05,0.00043428666",1895.9902,-1.7991865
"0.09307399,0.013904746,0.0053194873,0.0025382114,0.0013316924,0.0007332271,0.00036542813,0.00021953403,0.00013189946,0.000100278376,3.009694e-05,0.00041239837",1876.4478,-1.7991829
"0.093025304,0.013897985,0.005319171,0.002540327,0.0013352145,0.0007375565,0.000371533,0.00022447506,0.00013659657,0.00010610697,2.9843026e-05,0.00039681426",1856.5847,-1.7991785
"0.0930217,0.013898038,0.005321842,0.002544281,0.001340208,0.00074328645,0.0003808809,0.00023163683,0.00014258797,0.00011004074,3.518568e-05,0.00037426344",1836.5483,-1.7991736
"0.09301329,0.013897285,0.005323809,0.0025475044,0.0013443967,0.0007481547,0.00038908471,0.00023788882,0.00014773688,0.000112989306,4.0490922e-05,0.0003544332",1824.4169,-1.7992054
"0.092848934,0.01387314,0.0053164056,0.0025458292,0.0013455481,0.00075087114,0.0003951356,0.00024259977,0.00015169919,0.00011521535,4.4751097e-05,0.00033761436",1819.0393,-1.7992615
"0.09269768,0.013850911,0.0053095454,0.002544222,0.0013465262,0.00075327785,0.0004005487,0.00024681684,0.00015524824,0.000117207994,4.8571786e-05,0.0003225096",1813.4868,-1.7993168
"0.092729256,0.013855963,0.0053129825,0.0025473856,0.0013498514,0.00075681676,0.000406162,0.00025107156,0.0001587338,0.00011921949,5.21091e-05,0.0003094583",1806.2716,-1.7993715
"0.09284639,0.013873703,0.005320844,0.0025522255,0.0013535805,0.0007600904,0.0004105422,0.00025433354,0.0001613581,0.00012076218,5.4660875e-05,0.0003005564",1805.5824,-1.799421
"0.09298272,0.01389417,0.005329127,0.0025566367,0.0013563965,0.0007621551,0.00041272788,0.00025591234,0.0001625871,0.0001215093,5.5758668e-05,0.00029719403",1804.2645,-1.7994709
"0.093083926,0.013909279,0.0053348662,0.0025593329,0.0013577648,0.00076286105,0.00041297087,0.00025603382,0.0001626348,0.00012156731,5.5686785e-05,0.00029801304",1802.811,-1.7995212
"0.09313483,0.01391682,0.0053374586,0.0025602737,0.001357935,0.0007626228,0.00041210305,0.00025534103,0.00016203828,0.000121240104,5.5014192e-05,0.00030080412",1805.8984,-1.7995864
"0.09313857,0.013917275,0.005337165,0.0025596607,0.001357096,0.00076163036,0.00041041255,0.00025405135,0.00016097487,0.00012063046,5.3919026e-05,0.00030491833",1816.0328,-1.7996756
"0.09315365,0.013919377,0.0053372923,0.002559035,0.0013560179,0.0007602675,0.00040799918,0.00025220407,0.00015944667,0.0001197573,5.233361e-05,0.00031092684",1824.9403,-1.7997638
"0.0931773,0.013922705,0.005337649,0.0025582768,0.001354605,0.0007584484,0.0004047453,0.00024971142,0.00015738283,0.00011857908,5.018858e-05,0.00031907388",1832.6124,-1.7998513
"0.09319141,0.01392456,0.0053372276,0.0025569303,0.0013526464,0.00075608585,0.00040067296,0.00024660147,0.00015481588,0.00011710901,4.7538928e-05,0.00032905536",1847.98,-1.8000078
"0.09313829,0.013916262,0.005332428,0.0025529936,0.0013487813,0.0007521118,0.00039453228,0.00024195874,0.00015102222,0.0001149148,4.371012e-05,0.00034307528",1865.6168,-1.800195
"0.09302303,0.013898392,0.0053226734,0.0025453826,0.0013415569,0.00074482016,0.00038343278,0.00023357841,0.00014418337,0.000110947316,3.6841055e-05,0.00036815036",1882.2515,-1.8003832
"0.09309223,0.013908067,0.0053233984,0.0025427158,0.0013368682,0.00073886965,0.0003729592,0.00022554354,0.00013749792,0.00010693863,3.0210627e-05,0.00039429253",1896.0548,-1.8005724
"0.09304067,0.013900663,0.005321908,0.002543362,0.0013386871,0.0007413838,0.00037753294,0.00022907514,0.00014046901,0.0001088256,3.3000095e-05,0.0003825719",1989.6611,-1.8024788
"0.09311695,0.013913651,0.0053340127,0.0025563673,0.0013534125,0.00075759646,0.00040388136,0.00024909142,0.00015690373,0.00011828565,4.9769234e-05,0.00032031327",2078.0757,-1.8044086
"0.09296178,0.013891476,0.005330045,0.0025590481,0.0013598187,0.0007662519,0.0004197571,0.00026127824,0.00016701437,0.00012404578,6.032454e-05,0.0002800123",2161.955,-1.8063258
"0.09298825,0.013894737,0.0053281793,0.0025550043,0.0013542504,0.00075965055,0.00040849773,0.0002526876,0.00015993009,0.000119984914,5.302688e-05,0.0003074359",2220.5098,-1.8078046
"0.092955805,0.013889226,0.0053230985,0.0025495687,0.0013481068,0.0007528918,0.00039752,0.0002443484,0.0001530832,0.00011604258,4.6043042e-05,0.000333366",2220.446,-1.8078046
"0.09260441,0.01383652,0.005301991,0.002538541,0.0013412765,0.00074805995,0.00039270386,0.00024090154,0.00015042779,0.000114411145,4.373898e-05,0.0003400681",2343.2446,-1.8158273
"0.0928182,0.013868888,0.005316298,0.002547317,0.0013480112,0.000753953,0.0004005619,0.0002467512,0.00015513196,0.00011717766,4.8308633e-05,0.00032414866",2343.4788,-1.8158273
"0.093062595,0.013905344,0.005329999,0.0025536055,0.0013510381,0.0007553399,0.00040061836,0.00024664076,0.00015491476,0.000117126845,4.779412e-05,0.00032740095",2343.3318,-1.8158273
"0.09314972,0.013918519,0.0053357496,0.0025570686,0.0013536413,0.00075757963,0.0004035505,0.0002488189,0.00015666249,0.00011815701,4.9482685e-05,0.00032156266",2343.3196,-1.8158273
"0.09322483,0.013930398,0.005343249,0.0025636405,0.001360361,0.00076463516,0.00041462947,0.00025720836,0.00016352872,0.00012212335,5.6435434e-05,0.00029598072",2202.0054,-1.8043996
"0.09321815,0.013929981,0.0053456933,0.0025674447,0.0013652404,0.00077027915,0.00042410858,0.00026443094,0.00016947677,0.00012553761,6.2544095e-05,0.00027310936",2221.3052,-1.8059376
"0.09324038,0.013933442,0.005347643,0.002569009,0.0013667542,0.00077182346,0.00042647996,0.0002662228,0.00017094008,0.0001263848,6.4018415e-05,0.00026771904",2201.9897,-1.8043996
"0.09323501,0.013932572,0.0053470074,0.0025683988,0.0013660985,0.0007711183,0.000425353,0.00026536797,0.00017023929,0.00012598067,6.330605e-05,0.0002703528",2201.99,-1.8043996
"0.093214214,0.013929487,0.0053459257,0.0025679823,0.0013659887,0.00077116955,0.00042563057,0.00026559242,0.00017043475,0.00012608664,6.3531355e-05,0.00026939748",2390.8635,-1.8075347
"0.09322109,0.013930551,0.005346494,0.0025684168,0.0013663953,0.0007715765,0.0004262461,0.0002660568,0.00017081344,0.00012630621,6.391153e-05,0.00026801368",2390.858,-1.8075347
"0.09321765,0.013929933,0.005345796,0.0025676154,0.0013654632,0.0007705386,0.00042454604,0.00026476439,0.00016975147,0.00012569524,6.282642e-05,0.0002720513",2390.8564,-1.8075347
"0.093213186,0.013928993,0.0053442107,0.0025656184,0.0013630592,0.0007678237,0.00042005736,0.00026134905,0.00016694274,0.00012408069,5.995097e-05,0.00028277584",2390.8528,-1.8075347
"0.0928862,0.013876694,0.0053087357,0.0025330223,0.0013288305,0.0007314116,0.00036232232,0.0002175889,0.00013109428,0.00010339136,2.3574725e-05,0.00041698257",2954.39,-1.8032553
"0.09304025,0.013900973,0.0053236964,0.0025459076,0.0013418722,0.0007450344,0.0003836285,0.0002337171,0.00014428965,0.00011101872,3.692134e-05,0.0003679183",2954.2898,-1.8032553
"0.0932048,0.013925735,0.0053339745,0.0025516266,0.0013457633,0.0007480904,0.00038720825,0.00023633963,0.00014636286,0.000112258065,3.8853024e-05,0.0003615973",2954.041,-1.8032553
"0.09321161,0.013926723,0.0053342143,0.0025516017,0.0013455978,0.0007478428,0.00038673208,0.00023597277,0.00014605738,0.00011208468,3.8531572e-05,0.000362836",2954.078,-1.8032553
"0.09319783,0.013924768,0.005333937,0.0025519454,0.0013462985,0.00074876245,0.00038839394,0.00023724692,0.00014711321,0.00011268692,3.9630937e-05,0.00035865148",2954.12,-1.8032553
"0.09322606,0.013929753,0.0053392826,0.0025579801,0.001353273,0.00075650855,0.0004010582,0.00024687307,0.00015502152,0.00011723761,4.770848e-05,0.00032860998",2996.1997,-1.8053473
"0.093232885,0.013931142,0.005341475,0.002560708,0.0013565425,0.0007601942,0.00040714486,0.00025150378,0.00015882934,0.000119426695,5.1605846e-05,0.0003140782",2996.1855,-1.8053473
"0.09322162,0.013927673,0.0053321347,0.0025481347,0.0013410738,0.00074257737,0.00037785395,0.00022920578,0.00014048259,0.000108885804,3.2801778e-05,0.00038430915",2996.18,-1.8053473
"0.09320566,0.013923614,0.0053231143,0.002536316,0.0013267585,0.00072650105,0.00035357158,0.0002103254,0.00012402736,9.46284e-05,2.3765542e-05,0.0004428043",6868.369,-1.7815443
"0.092022784,0.013747185,0.0052568843,0.00250598,0.0013121943,0.0007198275,0.00035257207,0.00021043896,0.00012503739,9.6437856e-05,2.3627901e-05,0.0004286877",6873.566,-1.7815443
"0.09285595,0.0138717415,0.0053049186,0.0025292803,0.0013248192,0.0007271688,0.00035676235,0.00021316718,0.00012699222,9.853945e-05,2.3454239e-05,0.000430113",6869.7285,-1.7815443
"0.092828974,0.0138673475,0.0053016227,0.0025260993,0.0013214472,0.00072363595,0.00035243444,0.00020966868,0.00012361832,9.395126e-05,2.4330446e-05,0.00044033997",6869.859,-1.7815443
"0.09319972,0.013922922,0.005323719,0.0025374803,0.001328318,0.0007283213,0.00035644998,0.00021255667,0.00012594933,9.615892e-05,2.5045962e-05,0.00043577253",6868.3784,-1.7815443
"0.09312985,0.013911333,0.0053141713,0.0025278076,0.001317774,0.0007170663,0.0003413033,0.00020056809,0.00011496558,8.3838764e-05,2.3622933e-05,0.00047165723",6868.566,-1.7815443
"0.09322199,0.013927774,0.005332377,0.0025484557,0.001341467,0.0007430246,0.00037859665,0.0002297711,0.0001409477,0.00010915305,3.327837e-05,0.00038252963",2996.18,-1.8053473
"0.09323251,0.013931285,0.0053424183,0.0025620586,0.0013582355,0.00076213595,0.00041038828,0.00025397388,0.00016086258,0.00012059438,5.36917e-05,0.00030627896",2996.1992,-1.8053473
"0.093219474,0.01392877,0.005338916,0.0025578148,0.0013531966,0.000756477,0.0004010664,0.00024688346,0.00015503347,0.000117242475,4.7728594e-05,0.00032849898",2963.7605,-1.8023036
"0.09321713,0.013927659,0.00533508,0.0025525289,0.0013466461,0.0007489964,0.00038860604,0.00023739632,0.00014722621,0.000112757654,3.9723807e-05,0.00035840922",2963.7644,-1.8023036
"0.09320175,0.013925265,0.005333726,0.0025514388,0.0013455891,0.00074791675,0.0003869465,0.00023614228,0.00014620209,0.00011216519,3.8691116e-05,0.00036218393",2963.8147,-1.8023036
"0.092918225,0.013882578,0.005315917,0.0025414436,0.0013387082,0.0007424496,0.00038044297,0.00023136789,0.00014241909,0.000109905064,3.5150886e-05,0.00037388175",2964.794,-1.8023036
"0.092973836,0.013889537,0.0053125424,0.0025337315,0.001328019,0.00072978495,0.00035943996,0.000215232,0.00012886165,0.0001008519,2.3272169e-05,0.00042522157",2964.2087,-1.8023036
"0.09324358,0.013933813,0.005347307,0.0025683641,0.0013658862,0.00077080226,0.0004247465,0.00026490077,0.00016985032,0.00012575985,6.289686e-05,0.00027192896",2390.8528,-1.8075347
"0.09323757,0.013932982,0.0053472924,0.0025686645,0.0013663796,0.0007714183,0.00042582984,0.0002657295,0.00017053551,0.00012615159,6.3606814e-05,0.0002692424",2390.8572,-1.8075347
"0.09320705,0.013928442,0.005345642,0.0025679644,0.001366108,0.000771367,0.00042602626,0.00026589824,0.00017069017,0.00012623117,6.3801876e-05,0.00026834724",2390.8594,-1.8075347
"0.09318528,0.0139252255,0.0053445655,0.0025676074,0.0013660919,0.0007715337,0.0004265055,0.00026627682,0.00017101302,0.00012641001,6.415899e-05,0.00026689394",2390.8992,-1.8075347
"0.09322638,0.013931382,0.0053470004,0.0025688494,0.0013668311,0.00077203056,0.0004269549,0.00026659327,0.00017125224,0.00012655984,6.4355285e-05,0.00026638363",2204.106,-1.8036108
"0.09313733,0.0139179,0.0053410414,0.0025651949,0.0013640268,0.00076957705,0.0004236837,0.00026415812,0.00016929398,0.00012540819,6.2453095e-05,0.00027301005",2204.292,-1.8036108
"0.093157925,0.013920854,0.0053416183,0.0025649096,0.0013632645,0.0007685289,0.00042174448,0.00026266847,0.00016805728,0.00012470411,6.1160055e-05,0.00027795564",2224.6826,-1.8053023
"0.09315744,0.013919998,0.0053377748,0.002559514,0.0013565406,0.0007608338,0.00040890902,0.00025289456,0.000160013,0.00012008372,5.2909956e-05,0.000308793",2204.2695,-1.8036108
"0.09297804,0.013892886,0.005326017,0.0025524993,0.0013513254,0.0007563883,0.00040314873,0.00024862075,0.0001565881,0.00011806235,4.961134e-05,0.00032014813",2354.0815,-1.8160532
"0.093133606,0.013915949,0.005334034,0.0025555089,0.0013520126,0.00075585174,0.00040081627,0.00024674687,0.00015496543,0.00011717743,4.7761307e-05,0.00032790977",2353.5674,-1.8160532
"0.09302861,0.013900282,0.0053281286,0.00255278,0.0013506785,0.0007552173,0.00040072761,0.0002467453,0.00015501838,0.00011717609,4.794092e-05,0.00032666727",2353.5686,-1.8160532
"0.09281796,0.013868654,0.0053153206,0.0025459512,0.0013463114,0.00075200864,0.00039731976,0.00024428245,0.00015310015,0.00011601062,4.6224974e-05,0.00033193638",2353.5876,-1.8160532
"0.092999145,0.0138953645,0.0053239344,0.0025484357,0.001345838,0.0007499252,0.00039216963,0.00024024687,0.000149685,0.00011410393,4.2505908e-05,0.000346824",2195.7678,-1.8077965
"0.09247007,0.013816228,0.005293235,0.0025333578,0.0013374579,0.00074483035,0.00038855613,0.00023782738,0.000147967,0.00011295715,4.1375417e-05,0.00034817288",2195.7314,-1.8077965
"0.09306071,0.013905903,0.005333982,0.002559324,0.0013582117,0.0007635702,0.00041436858,0.00025711276,0.00016353482,0.00012207721,5.6637604e-05,0.00029433254",2137.7083,-1.8064954
"0.09319156,0.013925505,0.005341726,0.0025632675,0.0013605519,0.0007651368,0.0004157738,0.00025810068,0.00016428034,0.000122545,5.724607e-05,0.00029276952",2054.5415,-1.8045949
"0.093138136,0.01391584,0.0053304746,0.0025502467,0.0013453562,0.00074819115,0.0003879912,0.0002369779,0.000146923,0.000112561574,3.950393e-05,0.0003587915",1965.7103,-1.80267
"0.09307097,0.013904863,0.005322053,0.0025419511,0.0013363287,0.00073842565,0.0003723189,0.0002250853,0.00013716878,0.000106935586,2.9584806e-05,0.00039552178",1872.2361,-1.8007551
"0.092903264,0.01388007,0.0053137327,0.002539161,0.0013361548,0.00073965313,0.00037591747,0.00022793071,0.00013959692,0.00010827764,3.2279473e-05,0.00038454967",1855.7986,-1.8005272
"0.09314409,0.013916915,0.0053317184,0.0025516832,0.0013470314,0.00075005874,0.00039105228,0.00023930518,0.00014883549,0.000113661605,4.1457923e-05,0.00035151816",1835.2019,-1.8002957
"0.09318669,0.013923707,0.0053362334,0.0025557792,0.0013513027,0.00075458724,0.00039821598,0.00024473344,0.00015328081,0.00011622592,4.5970093e-05,0.00033489426",1813.8865,-1.8000606
"0.093168095,0.013921179,0.0053363866,0.002556987,0.0013531771,0.0007568918,0.00040223316,0.0002478042,0.00015581783,0.00011767744,4.859441e-05,0.00032498303",1796.7358,-1.7998658
"0.09314464,0.013917881,0.0053360546,0.0025577706,0.0013546176,0.0007587408,0.00040553507,0.00025033334,0.00015791159,0.00011887289,5.0769904e-05,0.0003167232",1791.898,-1.799773
"0.09312916,0.013915745,0.005336027,0.0025585573,0.0013559046,0.0007603462,0.00040835672,0.00025249174,0.00015969608,0.000119893135,5.2618656e-05,0.00030972812",1786.0752,-1.7996795
"0.09310028,0.013911564,0.0053350227,0.0025586812,0.0013566288,0.0007614211,0.00041041712,0.00025407888,0.0001610173,0.00012064325,5.4008262e-05,0.00030437656",1779.416,-1.7995851
"0.09303726,0.013902244,0.005331882,0.0025576127,0.0013565385,0.0007618537,0.00041172106,0.0002551114,0.00016189969,0.000121130994,5.4988526e-05,0.00030036952",1778.2272,-1.7995125
"0.092938125,0.013887501,0.0053265453,0.0025553736,0.0013556997,0.0007617366,0.0004124415,0.00025572226,0.00016245368,0.00012141919,5.567508e-05,0.000297264",1780.4142,-1.7994531
"0.09292126,0.013885003,0.005325687,0.0025550637,0.001355646,0.00076181855,0.00041273414,0.0002559557,0.00016265454,0.00012152945,5.5901233e-05,0.00029632685",1781.5216,-1.7993932
"0.092851445,0.013874473,0.005321211,0.0025524742,0.0013537913,0.0007602888,0.00041082656,0.0002545469,0.00016153109,0.00012086307,5.4832282e-05,0.00029994312",1782.7212,-1.7993327
